,Individual_ID,Site,Fem_ID,ID.treat,Species,sex,Treatment,Date_2,Mass_2,Notes_2,Date_3,Mass_3,Notes_3,Date_4,Mass_4,Notes_4,Date_5,Femur_5,Mass_5,Date_5.,Femur_5.,Mass_5.,Date_Adult,Mass_Adult,Femur_Adult,pre,Missing_legs,Date_Adult.,Mass_Adult.,Femur_Adult.,Date_dead,Pod_ID,Date_Hatch,HD_2,HD_3,HD_4,HD_5,HD_5.,HD_Adult,HD_Adult.,J1,J3,J4,J5,JA
379,A1_F4.8,A1,F4,A1F4.8.28S,sang,NA,28S,NA,NA,NA,0015-05-12,0.0315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead may 15,A1_F4_sanguin_28S,0015-04-29,NA,13,NA,NA,NA,NA,NA,119,132,NA,NA,NA
380,A1_F4.9,A1,F4,A1F4.9.28S,sang,m,28S,NA,NA,NA,0015-05-12,0.0305,NA,0015-05-14,0.0303,NA,0015-05-20,NA,0.1046,NA,NA,NA,0015-05-28,0.2474,10.91,NA,NA,NA,NA,NA,NA,A1_F4_sanguin_28S,0015-04-29,NA,13,15,21,NA,29,NA,119,132,134,140,148
381,A1_F3.1,A1,F3,A1F3.1.28S,sang,f,28S,NA,NA,NA,0015-05-12,0.038,NA,0015-05-14,0.0415,NA,0015-05-19,NA,0.0995,NA,NA,NA,0015-05-28,0.3497,11.84,NA,NA,NA,NA,NA,NA,A1_F3_sanguin_28S,0015-04-24,NA,18,20,25,NA,34,NA,114,132,134,139,148
382,A1_F3.2,A1,F3,A1F3.2.28S,sang,m,28S,NA,NA,NA,0015-05-12,0.1145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-05-19,0.2148,NA,NA,2,NA,NA,NA,NA,A1_F3_sanguin_28S,0015-04-24,NA,18,NA,NA,NA,25,NA,114,132,NA,NA,139
383,A1_F3.3,A1,F3,A1F3.3.28S,sang,m,28S,NA,NA,NA,0015-05-12,0.0378,NA,0015-05-14,0.0668,NA,0015-05-18,NA,0.1195,NA,NA,NA,0015-05-26,0.27,11.1,NA,NA,NA,NA,NA,NA,A1_F3_sanguin_28S,0015-04-24,NA,18,20,24,NA,32,NA,114,132,134,138,146
384,A1_F3.4,A1,F3,A1F3.4.28S,sang,f,28S,NA,NA,NA,0015-05-12,0.0513,NA,0015-05-15,1289,NA,0015-05-24,NA,0.2167,NA,NA,NA,0015-05-25,0.3126,11.7,pre,NA,NA,NA,NA,NA,A1_F3_sanguin_28S,0015-04-24,NA,18,21,30,NA,31,NA,114,132,135,144,145
385,A1_F3.5,A1,F3,A1F3.5.28S,sang,m,28S,NA,NA,NA,0015-05-12,0.0671,NA,0015-05-14,0.1091,NA,0015-05-21,NA,0.1882,NA,NA,NA,0015-05-23,0.3142,11.6,pre,1,NA,NA,NA,NA,A1_F3_sanguin_28S,0015-04-24,NA,18,20,27,NA,29,NA,114,132,134,141,143
386,A1_F3.6,A1,F3,A1F3.6.28S,sang,m,28S,NA,NA,NA,0015-05-12,0.0405,NA,0015-05-14,0.054,NA,NA,NA,NA,NA,NA,NA,0015-05-27,0.2036,11.45,NA,NA,NA,NA,NA,NA,A1_F3_sanguin_28S,0015-04-24,NA,18,20,NA,NA,33,NA,114,132,134,NA,147
387,RR_F20.1,RR,F20,RRF20.1.28S,sang,f,28S,0015-05-12,0.0224,NA,0015-05-18,0.0607,NA,0015-05-24,0.1522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/5/15,RR_F20_sanguin_28S,0015-04-28,14,20,26,NA,NA,NA,NA,118,138,144,NA,NA
388,C1_F2.1,C1,F2,C1F2.1.28S,sang,NA,28S,NA,NA,NA,0015-05-14,0.1001,NA,0015-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead May 25,C1_F2_sanguin_28S,0015-04-26,NA,18,20,NA,NA,NA,NA,116,134,136,NA,NA
389,C1_F2.2,C1,F2,C1F2.2.28S,sang,m,28S,NA,NA,NA,0015-05-14,0.0864,NA,0015-05-18,0.1464,NA,0015-05-23,NA,0.0905,0015-05-30,NA,0.1494,0015-05-25,0.2091,11.4,NA,NA,NA,NA,NA,NA,C1_F2_sanguin_28S,0015-04-26,NA,18,22,27,34,29,NA,116,134,138,143,145
390,C1_F2.3,C1,F2,C1F2.3.28S,sang,m,28S,NA,NA,NA,0015-05-14,0.067,NA,0015-05-18,0.1184,NA,NA,NA,NA,NA,NA,NA,0015-05-25,0.1902,9.8,NA,NA,NA,NA,NA,NA,C1_F2_sanguin_28S,0015-04-26,NA,18,22,NA,NA,29,NA,116,134,138,NA,145
391,C1_F2.4,C1,F2,C1F2.4.28S,sang,m,28S,NA,NA,NA,0015-05-14,0.0832,NA,0015-05-18,0.1416,NA,NA,NA,NA,NA,NA,NA,0015-05-25,0.1915,10.6,NA,NA,NA,NA,NA,NA,C1_F2_sanguin_28S,0015-04-26,NA,18,22,NA,NA,29,NA,116,134,138,NA,145
392,C1_F2.5,C1,F2,C1F2.5.28S,sang,m,28S,NA,NA,NA,0015-05-14,0.0846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-05-25,0.2136,10.2,NA,NA,NA,NA,NA,NA,C1_F2_sanguin_28S,0015-04-26,NA,18,NA,NA,NA,29,NA,116,134,NA,NA,145
393,C1F8.1,C1,F8,C1F8.1.28S,dodg,f,28S,NA,NA,NA,7/6/15,0.0494,NA,7/8/15,0.0736,NA,NA,NA,NA,NA,NA,NA,7/20/15,0.3409,11.13,NA,NA,NA,NA,NA,NA,NA,6.25.2015,NA,NA,NA,NA,NA,NA,NA,176,187,189,NA,201
394,C1F8.2,C1,F8,C1F8.2.28S,dodg,m,28S,NA,NA,NA,7/6/15,0.0557,NA,7/7/15,0.0703,NA,7/11/15,NA,0.1181,NA,NA,NA,7/17/15,0.1771,10.29,NA,NA,NA,NA,NA,NA,NA,6.25.2015,NA,NA,NA,NA,NA,NA,NA,176,187,188,192,198
395,C1F8.3,C1,F8,C1F8.3.28S,dodg,NA,28S,NA,NA,NA,7/6/15,0.0533,NA,7/8/15,0.0865,NA,7/13/15,NA,0.1148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,6.25.2015,NA,NA,NA,NA,NA,NA,NA,176,187,189,194,NA
396,C1F8.4,C1,F8,C1F8.4.28S,dodg,m,28S,NA,NA,NA,7/6/15,0.0527,NA,7/7/15,0.0774,NA,7/11/15,NA,0.1414,NA,NA,NA,7/17/15,0.1879,10.32,NA,NA,NA,NA,NA,NA,NA,6.25.2015,NA,NA,NA,NA,NA,NA,NA,176,187,188,192,198
397,B1F21.1,B1,F21,B1F21.1.28S,dodg,f,28S,NA,NA,NA,7/6/15,0.0855,NA,7/7/15,0.0823,NA,7/11/15,NA,0.1757,NA,NA,NA,7/20/15,0.3766,12.27,NA,NA,NA,NA,NA,NA,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,188,192,201
398,B1F21.2,B1,F21,B1F21.2.28S,dodg,f,28S,NA,NA,NA,7/6/15,0.0823,NA,7/8/15,0.1197,NA,7/13/15,NA,0.2468,NA,NA,NA,7/20/15,0.348,12.2,NA,NA,NA,NA,NA,NA,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,189,194,201
399,B1F21.3,B1,F21,B1F21.3.28S,dodg,m,28S,NA,NA,NA,7/6/15,0.0691,NA,7/8/15,0.0891,NA,7/13/15,NA,0.1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/20/15,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,189,194,NA
400,B1F21.4,B1,F21,B1F21.4.28S,dodg,m,28S,NA,NA,NA,7/6/15,0.0785,NA,7/8/15,0.1082,NA,7/13/15,NA,0.183,NA,NA,NA,7/20/15,0.2843,10.63,NA,NA,NA,NA,NA,NA,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,189,194,201
401,B1F21.5,B1,F21,B1F21.5.28S,dodg,f,28S,NA,NA,NA,7/6/15,0.0721,NA,7/9/15,0.1225,NA,7/13/15,NA,0.22,NA,NA,NA,7/20/15,0.333,12.7,NA,NA,NA,NA,NA,NA,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,190,194,201
402,B1F21.6,B1,F21,B1F21.6.28S,dodg,m,28S,NA,NA,NA,7/6/15,0.0632,NA,7/8/15,0.0784,NA,7/13/15,NA,0.1503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/20/15,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,189,194,NA
403,B1F21.7,B1,F21,B1F21.7.28S,dodg,f,28S,NA,NA,NA,7/6/15,0.0961,NA,7/7/15,0.0897,NA,7/11/15,NA,0.1938,NA,NA,NA,7/20/15,0.4434,13.42,NA,NA,NA,NA,NA,NA,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,188,192,201
404,B1F21.8,B1,F21,B1F21.8.28S,dodg,m,28S,NA,NA,NA,7/6/15,0.0772,NA,7/7/15,0.732,NA,NA,NA,NA,NA,NA,NA,7/20/15,0.2936,10.96,NA,NA,NA,NA,NA,NA,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,188,NA,201
405,B1F6,B1,F6,NA,pell,NA,28L,NA,NA,NA,7/6/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1.2015,NA,NA,NA,NA,NA,NA,NA,182,187,NA,NA,NA
406,B1F29.1,B1,F29,B1F29.1.28S,dodg,f,28S,NA,NA,NA,7/6/15,0.0345,NA,7/7/15,0.043,NA,7/13/15,NA,0.0964,NA,NA,NA,7/28/15,0.3996,11.55,NA,NA,NA,NA,NA,NA,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,188,194,209
407,B1F29.2,B1,F29,B1F29.2.28S,dodg,m,28S,NA,NA,NA,7/6/15,0.0584,NA,7/8/15,0.0745,NA,7/13/15,NA,0.1411,NA,NA,NA,7/20/15,0.1965,9.6,NA,NA,NA,NA,NA,NA,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,189,194,201
408,B1F29.3,B1,F29,B1F29.3.28S,dodg,f,28S,NA,NA,NA,7/6/15,0.0834,NA,7/7/15,0.1144,NA,7/11/15,NA,0.2183,NA,NA,NA,7/20/15,0.326,12.75,NA,NA,NA,NA,NA,NA,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,188,192,201
409,B1F29.4,B1,F29,B1F29.4.28S,dodg,m,28S,NA,NA,NA,7/6/15,0.0674,NA,7/7/15,0.0923,NA,7/11/15,NA,0.1527,NA,NA,NA,7/20/15,0.2023,10.26,NA,NA,NA,NA,NA,NA,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,188,192,201
410,B1F29.5,B1,F29,B1F29.5.28S,dodg,f,28S,NA,NA,NA,7/6/15,0.0802,NA,7/7/15,0.0997,NA,7/11/15,NA,0.1609,NA,NA,NA,7/20/15,0.3242,12.27,NA,NA,NA,NA,NA,NA,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,188,192,201
411,B1F29.6,B1,F29,B1F29.6.28S,dodg,f,28S,NA,NA,NA,7/6/15,0.0664,NA,7/7/15,0.0673,NA,7/11/15,NA,0.1294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/20/15,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,188,192,NA
412,B1F29.7,B1,F29,B1F29.7.28S,dodg,m,28S,NA,NA,NA,7/6/15,0.078,NA,7/11/15,0.1768,NA,NA,NA,NA,NA,NA,NA,7/17/15,0.2213,10.76,NA,NA,NA,NA,NA,NA,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,192,NA,198
413,B1F29.8,B1,F29,B1F29.8.28S,dodg,m,28S,NA,NA,NA,7/6/15,0.071,NA,7/7/15,0.0958,NA,7/11/15,NA,0.1345,NA,NA,NA,NA,NA,10.81,NA,NA,NA,NA,NA,7/20/15,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,188,192,NA
414,B1F29.9,B1,F29,B1F29.9.28S,dodg,f,28S,NA,NA,NA,7/6/15,0.0766,NA,7/8/15,0.0852,NA,7/13/15,NA,0.3173,NA,NA,NA,7/20/15,0.3739,12.46,NA,NA,NA,NA,NA,NA,NA,6.24.2015,NA,NA,NA,NA,NA,NA,NA,175,187,189,194,201
415,B1F16.1,B1,F16,B1F16.1.28S,dodg,m,28S,NA,NA,NA,7/8/15,0.0723,NA,7/11/15,0.1108,NA,7/15/15,NA,0.1813,NA,NA,NA,7/21/15,0.2743,10.58,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,189,192,196,202
416,B1F16.2,B1,F16,B1F16.2.28S,dodg,f,28S,NA,NA,NA,7/8/15,0.0676,NA,7/11/15,0.092,NA,7/15/15,NA,0.1452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/21/15,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,189,192,196,NA
417,A1F4.1,A1,F4,A1F4.1.28L,pell,m,28L,NA,NA,NA,7/11/15,0.0373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/17/15,NA,7.1.2015,NA,NA,NA,NA,NA,NA,NA,182,192,NA,NA,NA
418,A1F4.2,A1,F4,A1F4.2.28L,pell,NA,28L,NA,NA,NA,7/11/15,0.0278,NA,7/16/15,0.0494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/23/15,NA,7.1.2015,NA,NA,NA,NA,NA,NA,NA,182,192,197,NA,NA
419,A1F4.3,A1,F4,A1F4.3.28L,pell,NA,28L,NA,NA,NA,7/11/15,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,7.1.2015,NA,NA,NA,NA,NA,NA,NA,182,192,NA,NA,NA
420,A1F4.4,A1,F4,A1F4.4.28L,pell,m?,28L,NA,NA,NA,7/11/15,0.0304,NA,7/17/15,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/21/15,NA,7.1.2015,NA,NA,NA,NA,NA,NA,NA,182,192,198,NA,NA
421,A1F4.5,A1,F4,A1F4.5.28L,pell,f,28L,NA,NA,NA,7/11/15,0.0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/13/15,NA,7.1.2015,NA,NA,NA,NA,NA,NA,NA,182,192,NA,NA,NA
422,A1F4.6,A1,F4,A1F4.6.28L,pell,m?,28L,NA,NA,NA,7/11/15,0.0305,NA,7/16/15,0.0505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/21/15,NA,7.1.2015,NA,NA,NA,NA,NA,NA,NA,182,192,197,NA,NA
423,A1F4.7,A1,F4,A1F4.7.28L,pell,f,28L,NA,NA,NA,7/11/15,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/17/15,NA,7.1.2015,NA,NA,NA,NA,NA,NA,NA,182,192,NA,NA,NA
424,A1F4.8,A1,F4,A1F4.8.28L,pell,m?,28L,NA,NA,NA,7/11/15,0.0269,NA,7/13/15,0.0368,NA,7/17/15,NA,0.0541,7/23/15,NA,0.1248,7/31/15,0.1774,11.37,NA,NA,NA,NA,NA,NA,NA,7.1.2015,NA,NA,NA,NA,NA,NA,NA,182,192,194,198,212
425,B1F18.1,B1,F18,B1F18.1.28L,pell,f,28L,NA,NA,NA,7/11/15,0.0213,NA,7/14/15,0.037,NA,7/20/15,NA,0.0807,NA,NA,NA,8/3/15,0.2781,12.97,NA,NA,NA,NA,NA,NA,NA,7.2.2015,NA,NA,NA,NA,NA,NA,NA,183,192,195,201,215
426,C1F1.1,C1,F1,C1F1.1.28L,sang,NA,28L,NA,NA,NA,7/11/15,0.0505,NA,7/13/15,0.0615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,194,NA,NA
427,C1F1.2,C1,F1,C1F1.2.28L,sang,m?,28L,NA,NA,NA,7/11/15,0.0412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/13/15,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,NA,NA,NA
428,C1F1.3,C1,F1,C1F1.3.28L,sang,NA,28L,NA,NA,NA,7/11/15,0.0757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,NA,NA,NA
429,C1F1.4,C1,F1,C1F1.4.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0552,NA,7/13/15,0.0614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/17/15,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,194,NA,NA
430,A1F2.1,A1,F2,A1F2.1.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0805,NA,7/17/15,0.1309,NA,NA,NA,NA,NA,NA,NA,7/27/15,0.3049,12.1,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,198,NA,208
431,A1F2.2,A1,F2,A1F2.2.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0722,NA,7/17/15,0.1336,NA,NA,NA,NA,NA,NA,NA,7/27/15,0.414,13.4,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,198,NA,208
432,A1F2.3,A1,F2,A1F2.3.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0679,NA,7/17/15,0.1102,NA,NA,NA,NA,NA,NA,NA,7/27/15,0.3055,11.79,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,198,NA,208
433,A1F2.4,A1,F2,A1F2.4.28L,sang,f,28L,NA,NA,NA,7/11/15,0.069,NA,7/17/15,0.1237,NA,NA,NA,NA,NA,NA,NA,7/27/15,0.2953,12.33,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,198,NA,208
434,A1F2.5,A1,F2,A1F2.5.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/27/15,0.2088,11.5,NA,#NAME?,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,NA,NA,208
435,A1F2.6,A1,F2,A1F2.6.28L,sang,m,28L,NA,NA,NA,7/11/15,0.0525,NA,7/17/15,0.0891,NA,NA,NA,NA,NA,NA,NA,7/27/15,0.2348,10.7,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,198,NA,208
436,A1F2.7,A1,F2,A1F2.7.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0539,NA,7/15/15,0.0744,NA,7/21/15,NA,0.1842,NA,NA,NA,7/29/15,0.3076,13.3,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,196,202,210
437,A1F2.8,A1,F2,A1F2.8.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0567,NA,7/15/15,0.0677,NA,7/22/15,NA,0.1836,NA,NA,NA,7/31/15,0.329,13.15,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,196,203,212
438,A1F5.1,A1,F5,A1F5.1.28L,sang,m,28L,NA,NA,NA,7/11/15,0.0483,NA,7/17/15,0.1061,NA,NA,NA,NA,NA,NA,NA,7/27/15,0.3141,12.15,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,198,NA,208
439,A1F5.2,A1,F5,A1F5.2.28L,sang,m,28L,NA,NA,NA,7/11/15,0.0729,NA,7/14/15,0.1256,NA,7/21/15,NA,0.1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/15,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,195,202,NA
440,A1F5.3,A1,F5,A1F5.3.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0659,NA,7/14/15,0.0973,NA,7/20/15,NA,0.1646,NA,NA,NA,7/29/15,0.3747,13.44,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,195,201,210
441,A1F5.4,A1,F5,A1F5.4.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/13/15,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,NA,NA,NA
442,A1F5.5,A1,F5,A1F5.5.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0415,NA,7/16/15,0.0763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/17/15,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,197,NA,NA
443,A1F5.6,A1,F5,A1F5.6.28L,sang,m,28L,NA,NA,NA,7/11/15,0.0628,NA,7/16/15,NA,NA,NA,NA,NA,NA,NA,NA,7/27/15,0.3507,12.16,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,197,NA,208
444,A1F5.7,A1,F5,A1F5.7.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0834,NA,7/15/15,0.1381,NA,7/21/15,NA,0.1467,NA,NA,NA,7/31/15,0.2868,14.06,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,196,202,212
445,A1F5.8,A1,F5,A1F5.8.28L,sang,m,28L,NA,NA,NA,7/11/15,0.0506,NA,7/17/15,0.1081,NA,NA,NA,NA,NA,NA,NA,7/27/15,0.2958,11.73,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,198,NA,208
446,A1F9.1,A1,F9,A1F9.1.28L,sang,NA,28L,NA,NA,NA,7/11/15,0.0587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,NA,NA,NA
447,A1F9.2,A1,F9,A1F9.2.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0727,NA,7/17/15,0.1316,NA,NA,NA,NA,NA,NA,NA,7/27/15,0.2627,12.12,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,198,NA,208
448,A1F9.3,A1,F9,A1F9.3.28L,sang,f,28L,NA,NA,NA,7/11/15,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/17/15,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,NA,NA,NA
449,A1F9.4,A1,F9,A1F9.4.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0764,NA,7/17/15,0.0791,NA,NA,NA,NA,NA,NA,NA,7/27/15,0.2335,12.53,NA,#NAME?,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,198,NA,208
450,A1F9.5,A1,F9,A1F9.5.28L,sang,NA,28L,NA,NA,NA,7/11/15,0.0752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,NA,NA,NA
451,A1F9.6,A1,F9,A1F9.6.28L,sang,NA,28L,NA,NA,NA,7/11/15,0.0715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,NA,NA,NA
452,A1F9.7,A1,F9,A1F9.7.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/13/15,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,NA,NA,NA
453,K1F1.1,KF,F1,K1F1.1.28L,sang,m,28L,NA,NA,NA,7/11/15,0.0939,NA,7/16/15,0.113,NA,NA,NA,NA,NA,NA,NA,7/27/15,0.3133,11.84,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,197,NA,208
454,K1F1.2,KF,F1,K1F1.2.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0677,NA,7/14/15,0.0814,NA,7/21/15,NA,0.1564,NA,NA,NA,7/30/15,0.3186,13.41,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,195,202,211
455,K1F1.3,KF,F1,K1F1.3.28L,sang,m,28L,NA,NA,NA,7/11/15,0.0831,NA,7/15/15,0.1046,NA,NA,NA,NA,NA,NA,NA,7/24/15,0.2097,10.34,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,196,NA,205
456,K1F1.4,KF,F1,K1F1.4.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0763,NA,7/15/15,0.086,NA,7/21/15,NA,0.157,NA,NA,NA,7/31/15,0.4029,13.52,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,196,202,212
457,K1F1.5,KF,F1,K1F1.5.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0617,NA,7/15/15,0.1033,NA,7/21/15,NA,0.1309,NA,NA,NA,7/31/15,0.3394,13.13,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,196,202,212
458,K1F1.6,KF,F1,K1F1.6.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0672,NA,7/14/15,0.0719,NA,7/22/15,NA,0.1997,NA,NA,NA,7/30/15,0.2974,13.43,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,195,203,211
459,K1F1.7,KF,F1,K1F1.7.28L,sang,f,28L,NA,NA,NA,7/11/15,0.0546,NA,7/15/15,0.0734,NA,7/22/15,NA,0.1453,NA,NA,NA,7/31/15,0.2897,13.55,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,196,203,212
460,K1F1.8,KF,F1,K1F1.8.28L,sang,NA,28L,NA,NA,NA,7/11/15,0.074,NA,7/16/15,0.1023,NA,NA,NA,NA,NA,NA,NA,7/27/15,0.2816,?,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,192,197,NA,208
461,C1F6.1,C1,F6,C1F6.1.28S,dodg,f,28S,NA,NA,NA,7/13/15,0.082,NA,7/17/15,0.1576,NA,NA,NA,NA,NA,NA,NA,7/23/15,0.3036,11.1,NA,NA,NA,NA,NA,NA,NA,6.26.2015,NA,NA,NA,NA,NA,NA,NA,177,194,198,NA,204
